Date, Open, High, Low, Close
4/28/1989,1830.63,1830.63,1830.63,1830.63
5/1/1989,1827.35,1827.35,1827.35,1827.35
5/2/1989,1822.59,1822.59,1822.59,1822.59
5/3/1989,1822.38,1822.38,1822.38,1822.38
5/4/1989,1820.9,1820.9,1820.9,1820.9
5/5/1989,1820.16,1820.16,1820.16,1820.16
5/8/1989,1810.86,1810.86,1810.86,1810.86
5/9/1989,1805.99,1805.99,1805.99,1805.99
5/10/1989,1809.48,1809.48,1809.48,1809.48
5/11/1989,1815.62,1815.62,1815.62,1815.62
5/12/1989,1851.78,1851.78,1851.78,1851.78
5/15/1989,1863.62,1863.62,1863.62,1863.62
5/16/1989,1860.13,1860.13,1860.13,1860.13
5/17/1989,1871.34,1871.34,1871.34,1871.34
5/18/1989,1874.62,1874.62,1874.62,1874.62
5/19/1989,1891.85,1891.85,1891.85,1891.85
5/22/1989,1896.4,1896.4,1896.4,1896.4
5/23/1989,1878,1878,1878,1878
5/24/1989,1881.81,1881.81,1881.81,1881.81
5/25/1989,1882.65,1882.65,1882.65,1882.65
5/26/1989,1895.98,1895.98,1895.98,1895.98
5/30/1989,1883.29,1883.29,1883.29,1883.29
5/31/1989,1891.11,1891.11,1891.11,1891.11
6/1/1989,1899.36,1899.36,1899.36,1899.36
6/2/1989,1919.03,1919.03,1919.03,1919.03
6/5/1989,1902.11,1902.11,1902.11,1902.11
6/6/1989,1913.11,1913.11,1913.11,1913.11
6/7/1989,1928.01,1928.01,1928.01,1928.01
6/8/1989,1928.54,1928.54,1928.54,1928.54
6/9/1989,1928.33,1928.33,1928.33,1928.33
6/12/1989,1925.69,1925.69,1925.69,1925.69
6/13/1989,1913.21,1913.21,1913.21,1913.21
6/14/1989,1912.05,1912.05,1912.05,1912.05
6/15/1989,1892.38,1892.38,1892.38,1892.38
6/16/1989,1898.94,1898.94,1898.94,1898.94
6/19/1989,1901.05,1901.05,1901.05,1901.05
6/20/1989,1897.88,1897.88,1897.88,1897.88
6/21/1989,1894.6,1894.6,1894.6,1894.6
6/22/1989,1903.8,1903.8,1903.8,1903.8
6/23/1989,1933.51,1933.51,1933.51,1933.51
6/26/1989,1926.53,1926.53,1926.53,1926.53
6/27/1989,1936.9,1936.9,1936.9,1936.9
6/28/1989,1923.04,1923.04,1923.04,1923.04
6/29/1989,1890.05,1890.05,1890.05,1890.05
6/30/1989,1881.07,1881.07,1881.07,1881.07
7/3/1989,1887.52,1887.52,1887.52,1887.52
7/5/1989,1895.34,1895.34,1895.34,1895.34
7/6/1989,1892.91,1892.91,1892.91,1892.91
7/7/1989,1919.77,1919.77,1919.77,1919.77
7/10/1989,1931.82,1931.82,1931.82,1931.82
7/11/1989,1941.55,1941.55,1941.55,1941.55
7/12/1989,1947.15,1947.15,1947.15,1947.15
7/13/1989,1948.84,1948.84,1948.84,1948.84
7/14/1989,1956.77,1956.77,1956.77,1956.77
7/17/1989,1960.05,1960.05,1960.05,1960.05
7/18/1989,1955.19,1955.19,1955.19,1955.19
7/19/1989,1978.34,1978.34,1978.34,1978.34
7/20/1989,1967.88,1967.88,1967.88,1967.88
7/21/1989,1978.87,1978.87,1978.87,1978.87
7/24/1989,1967.03,1967.03,1967.03,1967.03
7/25/1989,1967.77,1967.77,1967.77,1967.77
7/26/1989,1989.34,1989.34,1989.34,1989.34
7/27/1989,2011.34,2011.34,2011.34,2011.34
7/28/1989,2013.03,2013.03,2013.03,2013.03
7/31/1989,2034.49,2034.49,2034.49,2034.49
8/1/1989,2023.6,2023.6,2023.6,2023.6
8/2/1989,2027.83,2027.83,2027.83,2027.83
8/3/1989,2031.11,2031.11,2031.11,2031.11
8/4/1989,2026.35,2026.35,2026.35,2026.35
8/7/1989,2053.31,2053.31,2053.31,2053.31
8/8/1989,2053.74,2053.74,2053.74,2053.74
8/9/1989,2042.84,2042.84,2042.84,2042.84
8/10/1989,2050.99,2050.99,2050.99,2050.99
8/11/1989,2033.01,2033.01,2033.01,2033.01
8/14/1989,2023.49,2023.49,2023.49,2023.49
8/15/1989,2031,2031,2031,2031
8/16/1989,2036.92,2036.92,2036.92,2036.92
8/17/1989,2029.63,2029.63,2029.63,2029.63
8/18/1989,2036.92,2036.92,2036.92,2036.92
8/21/1989,2008.69,2008.69,2008.69,2008.69
8/22/1989,2010.17,2010.17,2010.17,2010.17
8/23/1989,2028.46,2028.46,2028.46,2028.46
8/24/1989,2064.94,2064.94,2064.94,2064.94
8/25/1989,2059.66,2059.66,2059.66,2059.66
8/28/1989,2066.64,2066.64,2066.64,2066.64
8/29/1989,2056.27,2056.27,2056.27,2056.27
8/30/1989,2060.93,2060.93,2060.93,2060.93
8/31/1989,2064.73,2064.73,2064.73,2064.73
9/1/1989,2076.36,2076.36,2076.36,2076.36
9/5/1989,2070.76,2070.76,2070.76,2070.76
9/6/1989,2053.21,2053.21,2053.21,2053.21
9/7/1989,2048.98,2048.98,2048.98,2048.98
9/8/1989,2050.78,2050.78,2050.78,2050.78
9/11/1989,2043.9,2043.9,2043.9,2043.9
9/12/1989,2043.8,2043.8,2043.8,2043.8
9/13/1989,2033.22,2033.22,2033.22,2033.22
9/14/1989,2019.05,2019.05,2019.05,2019.05
9/15/1989,2025.82,2025.82,2025.82,2025.82
9/18/1989,2034.7,2034.7,2034.7,2034.7
9/19/1989,2035.02,2035.02,2035.02,2035.02
9/20/1989,2034.91,2034.91,2034.91,2034.91
9/21/1989,2031.85,2031.85,2031.85,2031.85
9/22/1989,2037.88,2037.88,2037.88,2037.88
9/25/1989,2022.54,2022.54,2022.54,2022.54
9/26/1989,2024.55,2024.55,2024.55,2024.55
9/27/1989,2028.25,2028.25,2028.25,2028.25
9/28/1989,2046.55,2046.55,2046.55,2046.55
9/29/1989,2050.99,2050.99,2050.99,2050.99
10/2/1989,2060.82,2060.82,2060.82,2060.82
10/3/1989,2081.33,2081.33,2081.33,2081.33
10/4/1989,2093.39,2093.39,2093.39,2093.39
10/5/1989,2094.13,2094.13,2094.13,2094.13
10/6/1989,2103.54,2103.54,2103.54,2103.54
10/9/1989,2107.77,2107.77,2107.77,2107.77
10/10/1989,2104.17,2104.17,2104.17,2104.17
10/11/1989,2091.59,2091.59,2091.59,2091.59
10/12/1989,2082.81,2082.81,2082.81,2082.81
10/13/1989,1962.06,1962.06,1962.06,1962.06
10/16/1989,2006.47,2006.47,2006.47,2006.47
10/17/1989,1997.27,1997.27,1997.27,1997.27
10/18/1989,2001.82,2001.82,2001.82,2001.82
10/19/1989,2031.95,2031.95,2031.95,2031.95
10/20/1989,2031.43,2031.43,2031.43,2031.43
10/23/1989,2018.53,2018.53,2018.53,2018.53
10/24/1989,2009.54,2009.54,2009.54,2009.54
10/25/1989,2003.93,2003.93,2003.93,2003.93
10/26/1989,1979.61,1979.61,1979.61,1979.61
10/27/1989,1962.48,1962.48,1962.48,1962.48
10/30/1989,1962.38,1962.38,1962.38,1962.38
10/31/1989,1990.4,1990.4,1990.4,1990.4
11/1/1989,1996.74,1996.74,1996.74,1996.74
11/2/1989,1984.05,1984.05,1984.05,1984.05
11/3/1989,1980.25,1980.25,1980.25,1980.25
11/6/1989,1953.71,1953.71,1953.71,1953.71
11/7/1989,1963.96,1963.96,1963.96,1963.96
11/8/1989,1982.36,1982.36,1982.36,1982.36
11/9/1989,1964.07,1964.07,1964.07,1964.07
11/10/1989,1986.8,1986.8,1986.8,1986.8
11/13/1989,1990.19,1990.19,1990.19,1990.19
11/14/1989,1982.68,1982.68,1982.68,1982.68
11/15/1989,1995.9,1995.9,1995.9,1995.9
11/16/1989,1995.79,1995.79,1995.79,1995.79
11/17/1989,2001.4,2001.4,2001.4,2001.4
11/20/1989,1988.18,1988.18,1988.18,1988.18
11/21/1989,1988.39,1988.39,1988.39,1988.39
11/22/1989,2000.66,2000.66,2000.66,2000.66
11/24/1989,2012.08,2012.08,2012.08,2012.08
11/27/1989,2020.96,2020.96,2020.96,2020.96
11/28/1989,2023.18,2023.18,2023.18,2023.18
11/29/1989,2011.65,2011.65,2011.65,2011.65
11/30/1989,2022.75,2022.75,2022.75,2022.75
12/1/1989,2047.71,2047.71,2047.71,2047.71
12/4/1989,2052.04,2052.04,2052.04,2052.04
12/5/1989,2042.74,2042.74,2042.74,2042.74
12/6/1989,2038.83,2038.83,2038.83,2038.83
12/7/1989,2034.17,2034.17,2034.17,2034.17
12/8/1989,2039.88,2039.88,2039.88,2039.88
12/11/1989,2038.93,2038.93,2038.93,2038.93
12/12/1989,2055.96,2055.96,2055.96,2055.96
12/13/1989,2061.98,2061.98,2061.98,2061.98
12/14/1989,2040.84,2040.84,2040.84,2040.84
12/15/1989,2045.49,2045.49,2045.49,2045.49
12/18/1989,2010.81,2010.81,2010.81,2010.81
12/19/1989,2002.66,2002.66,2002.66,2002.66
12/20/1989,2004.14,2004.14,2004.14,2004.14
12/21/1989,2014.3,2014.3,2014.3,2014.3
12/22/1989,2029.63,2029.63,2029.63,2029.63
12/26/1989,2027.2,2027.2,2027.2,2027.2
12/27/1989,2037.45,2037.45,2037.45,2037.45
12/28/1989,2046.97,2046.97,2046.97,2046.97
12/29/1989,2062.3,2062.3,2062.3,2062.3
1/2/1990,2062.3,2062.3,2062.3,2062.3
1/3/1990,2091.48,2091.48,2091.48,2091.48
1/4/1990,2075.52,2075.52,2075.52,2075.52
1/5/1990,2058.07,2058.07,2058.07,2058.07
1/8/1990,2065.37,2065.37,2065.37,2065.37
1/9/1990,2044.43,2044.43,2044.43,2044.43
1/10/1990,2031.43,2031.43,2031.43,2031.43
1/11/1990,2038.4,2038.4,2038.4,2038.4
1/12/1990,1991.24,1991.24,1991.24,1991.24
1/15/1990,1974.22,1974.22,1974.22,1974.22
1/16/1990,1991.77,1991.77,1991.77,1991.77
1/17/1990,1975.81,1975.81,1975.81,1975.81
1/18/1990,1978.03,1978.03,1978.03,1978.03
1/19/1990,1983.21,1983.21,1983.21,1983.21
1/22/1990,1937.11,1937.11,1937.11,1937.11
1/23/1990,1941.34,1941.34,1941.34,1941.34
1/24/1990,1931.19,1931.19,1931.19,1931.19
1/25/1990,1909.72,1909.72,1909.72,1909.72
1/26/1990,1905.49,1905.49,1905.49,1905.49
1/29/1990,1900.42,1900.42,1900.42,1900.42
1/30/1990,1886.67,1886.67,1886.67,1886.67
1/31/1990,1919.13,1919.13,1919.13,1919.13
2/1/1990,1919.34,1919.34,1919.34,1919.34
2/2/1990,1932.35,1932.35,1932.35,1932.35
2/5/1990,1938.69,1938.69,1938.69,1938.69
2/6/1990,1927.91,1927.91,1927.91,1927.91
2/7/1990,1948.84,1948.84,1948.84,1948.84
2/8/1990,1946.52,1946.52,1946.52,1946.52
2/9/1990,1949.69,1949.69,1949.69,1949.69
2/12/1990,1930.23,1930.23,1930.23,1930.23
2/13/1990,1933.41,1933.41,1933.41,1933.41
2/14/1990,1937.21,1937.21,1937.21,1937.21
2/15/1990,1952.97,1952.97,1952.97,1952.97
2/16/1990,1942.92,1942.92,1942.92,1942.92
2/20/1990,1917.76,1917.76,1917.76,1917.76
2/21/1990,1914.59,1914.59,1914.59,1914.59
2/22/1990,1906.23,1906.23,1906.23,1906.23
2/23/1990,1896.4,1896.4,1896.4,1896.4
2/26/1990,1916.59,1916.59,1916.59,1916.59
2/27/1990,1926.11,1926.11,1926.11,1926.11
2/28/1990,1935.73,1935.73,1935.73,1935.73
3/1/1990,1940.49,1940.49,1940.49,1940.49
3/2/1990,1955.82,1955.82,1955.82,1955.82
3/5/1990,1947.15,1947.15,1947.15,1947.15
3/6/1990,1968.51,1968.51,1968.51,1968.51
3/7/1990,1964.28,1964.28,1964.28,1964.28
3/8/1990,1980.99,1980.99,1980.99,1980.99
3/9/1990,1968.62,1968.62,1968.62,1968.62
3/12/1990,1972.11,1972.11,1972.11,1972.11
3/13/1990,1958.78,1958.78,1958.78,1958.78
3/14/1990,1963.33,1963.33,1963.33,1963.33
3/15/1990,1968.83,1968.83,1968.83,1968.83
3/16/1990,1987.02,1987.02,1987.02,1987.02
3/19/1990,1994.84,1994.84,1994.84,1994.84
3/20/1990,1984.79,1984.79,1984.79,1984.79
3/21/1990,1975.38,1975.38,1975.38,1975.38
3/22/1990,1952.97,1952.97,1952.97,1952.97
3/23/1990,1960.9,1960.9,1960.9,1960.9
3/26/1990,1962.48,1962.48,1962.48,1962.48
3/27/1990,1981.52,1981.52,1981.52,1981.52
3/28/1990,1985.43,1985.43,1985.43,1985.43
3/29/1990,1979.09,1979.09,1979.09,1979.09
3/30/1990,1975.7,1975.7,1975.7,1975.7
4/2/1990,1967.56,1967.56,1967.56,1967.56
4/3/1990,1993.68,1993.68,1993.68,1993.68
4/4/1990,1980.57,1980.57,1980.57,1980.57
4/5/1990,1978.87,1978.87,1978.87,1978.87
4/6/1990,1974.96,1974.96,1974.96,1974.96
4/9/1990,1980.99,1980.99,1980.99,1980.99
4/10/1990,1983.95,1983.95,1983.95,1983.95
4/11/1990,1983.31,1983.31,1983.31,1983.31
4/12/1990,1996.32,1996.32,1996.32,1996.32
4/16/1990,1997.8,1997.8,1997.8,1997.8
4/17/1990,1997.48,1997.48,1997.48,1997.48
4/18/1990,1976.55,1976.55,1976.55,1976.55
4/19/1990,1962.17,1962.17,1962.17,1962.17
4/20/1990,1946.2,1946.2,1946.2,1946.2
4/23/1990,1923.68,1923.68,1923.68,1923.68
4/24/1990,1919.24,1919.24,1919.24,1919.24
4/25/1990,1927.59,1927.59,1927.59,1927.59
4/26/1990,1931.4,1931.4,1931.4,1931.4
4/27/1990,1911.1,1911.1,1911.1,1911.1
4/30/1990,1919.03,1919.03,1919.03,1919.03
5/1/1990,1926.75,1926.75,1926.75,1926.75
5/2/1990,1938.59,1938.59,1938.59,1938.59
5/3/1990,1945.25,1945.25,1945.25,1945.25
5/4/1990,1960.16,1960.16,1960.16,1960.16
5/7/1990,1971.47,1971.47,1971.47,1971.47
5/8/1990,1978.45,1978.45,1978.45,1978.45
5/9/1990,1982.47,1982.47,1982.47,1982.47
5/10/1990,1989.34,1989.34,1989.34,1989.34
5/11/1990,2032.69,2032.69,2032.69,2032.69
5/14/1990,2047.6,2047.6,2047.6,2047.6
5/15/1990,2044.01,2044.01,2044.01,2044.01
5/16/1990,2042.21,2042.21,2042.21,2042.21
5/17/1990,2045.91,2045.91,2045.91,2045.91
5/18/1990,2046.55,2046.55,2046.55,2046.55
5/21/1990,2064.84,2064.84,2064.84,2064.84
5/22/1990,2068.01,2068.01,2068.01,2068.01
5/23/1990,2070.87,2070.87,2070.87,2070.87
5/24/1990,2066.85,2066.85,2066.85,2066.85
5/25/1990,2048.24,2048.24,2048.24,2048.24
5/29/1990,2078.48,2078.48,2078.48,2078.48
5/30/1990,2080.38,2080.38,2080.38,2080.38
5/31/1990,2082.39,2082.39,2082.39,2082.39
6/1/1990,2093.92,2093.92,2093.92,2093.92
6/4/1990,2116.97,2116.97,2116.97,2116.97
6/5/1990,2114.01,2114.01,2114.01,2114.01
6/6/1990,2105.76,2105.76,2105.76,2105.76
6/7/1990,2095.82,2095.82,2095.82,2095.82
6/8/1990,2072.98,2072.98,2072.98,2072.98
6/11/1990,2087.47,2087.47,2087.47,2087.47
6/12/1990,2111.15,2111.15,2111.15,2111.15
6/13/1990,2104.17,2104.17,2104.17,2104.17
6/14/1990,2093.39,2093.39,2093.39,2093.39
6/15/1990,2092.12,2092.12,2092.12,2092.12
6/18/1990,2061.14,2061.14,2061.14,2061.14
6/19/1990,2068.33,2068.33,2068.33,2068.33
6/20/1990,2070.76,2070.76,2070.76,2070.76
6/21/1990,2077.63,2077.63,2077.63,2077.63
6/22/1990,2053.84,2053.84,2053.84,2053.84
6/25/1990,2036.5,2036.5,2036.5,2036.5
6/26/1990,2035.13,2035.13,2035.13,2035.13
6/27/1990,2049.93,2049.93,2049.93,2049.93
6/28/1990,2063.78,2063.78,2063.78,2063.78
6/29/1990,2066.95,2066.95,2066.95,2066.95
7/2/1990,2074.78,2074.78,2074.78,2074.78
7/3/1990,2078.9,2078.9,2078.9,2078.9
7/5/1990,2056.06,2056.06,2056.06,2056.06
7/6/1990,2070.12,2070.12,2070.12,2070.12
7/9/1990,2074.88,2074.88,2074.88,2074.88
7/10/1990,2059.34,2059.34,2059.34,2059.34
7/11/1990,2084.19,2084.19,2084.19,2084.19
7/12/1990,2107.56,2107.56,2107.56,2107.56
7/13/1990,2118.24,2118.24,2118.24,2118.24
7/16/1990,2126.69,2126.69,2126.69,2126.69
7/17/1990,2119.93,2119.93,2119.93,2119.93
7/18/1990,2112.95,2112.95,2112.95,2112.95
7/19/1990,2108.19,2108.19,2108.19,2108.19
7/20/1990,2089.9,2089.9,2089.9,2089.9
7/23/1990,2053.63,2053.63,2053.63,2053.63
7/24/1990,2056.06,2056.06,2056.06,2056.06
7/25/1990,2062.93,2062.93,2062.93,2062.93
7/26/1990,2057.12,2057.12,2057.12,2057.12
7/27/1990,2044.11,2044.11,2044.11,2044.11
7/30/1990,2053.21,2053.21,2053.21,2053.21
7/31/1990,2057.65,2057.65,2057.65,2057.65
8/1/1990,2055.32,2055.32,2055.32,2055.32
8/2/1990,2033.96,2033.96,2033.96,2033.96
8/3/1990,1996.53,1996.53,1996.53,1996.53
8/6/1990,1938.38,1938.38,1938.38,1938.38
8/7/1990,1939.75,1939.75,1939.75,1939.75
8/8/1990,1960.37,1960.37,1960.37,1960.37
8/9/1990,1969.25,1969.25,1969.25,1969.25
8/10/1990,1947.15,1947.15,1947.15,1947.15
8/13/1990,1962.8,1962.8,1962.8,1962.8
8/14/1990,1967.77,1967.77,1967.77,1967.77
8/15/1990,1972.42,1972.42,1972.42,1972.42
8/16/1990,1932.14,1932.14,1932.14,1932.14
8/17/1990,1905.28,1905.28,1905.28,1905.28
8/20/1990,1907.71,1907.71,1907.71,1907.71
8/21/1990,1870.92,1870.92,1870.92,1870.92
8/22/1990,1842.16,1842.16,1842.16,1842.16
8/23/1990,1785.69,1785.69,1785.69,1785.69
8/24/1990,1808.64,1808.64,1808.64,1808.64
8/27/1990,1862.88,1862.88,1862.88,1862.88
8/28/1990,1863.73,1863.73,1863.73,1863.73
8/29/1990,1879.8,1879.8,1879.8,1879.8
8/30/1990,1852.83,1852.83,1852.83,1852.83
8/31/1990,1871.23,1871.23,1871.23,1871.23
9/4/1990,1872.92,1872.92,1872.92,1872.92
9/5/1990,1881.38,1881.38,1881.38,1881.38
9/6/1990,1861.61,1861.61,1861.61,1861.61
9/7/1990,1876.94,1876.94,1876.94,1876.94
9/10/1990,1868.38,1868.38,1868.38,1868.38
9/11/1990,1865.1,1865.1,1865.1,1865.1
9/12/1990,1872.5,1872.5,1872.5,1872.5
9/13/1990,1852.09,1852.09,1852.09,1852.09
9/14/1990,1841.42,1841.42,1841.42,1841.42
9/17/1990,1846.38,1846.38,1846.38,1846.38
9/18/1990,1849.13,1849.13,1849.13,1849.13
9/19/1990,1838.88,1838.88,1838.88,1838.88
9/20/1990,1810.43,1810.43,1810.43,1810.43
9/21/1990,1808.43,1808.43,1808.43,1808.43
9/24/1990,1771.21,1771.21,1771.21,1771.21
9/25/1990,1789.08,1789.08,1789.08,1789.08
9/26/1990,1771.31,1771.31,1771.31,1771.31
9/27/1990,1748.47,1748.47,1748.47,1748.47
9/28/1990,1774.8,1774.8,1774.8,1774.8
10/1/1990,1821.01,1821.01,1821.01,1821.01
10/2/1990,1824.92,1824.92,1824.92,1824.92
10/3/1990,1805.99,1805.99,1805.99,1805.99
10/4/1990,1811.6,1811.6,1811.6,1811.6
10/5/1990,1804.94,1804.94,1804.94,1804.94
10/8/1990,1814.98,1814.98,1814.98,1814.98
10/9/1990,1770.15,1770.15,1770.15,1770.15
10/10/1990,1744.35,1744.35,1744.35,1744.35
10/11/1990,1715.06,1715.06,1715.06,1715.06
10/12/1990,1738.53,1738.53,1738.53,1738.53
10/15/1990,1753.55,1753.55,1753.55,1753.55
10/16/1990,1730.29,1730.29,1730.29,1730.29
10/17/1990,1729.76,1729.76,1729.76,1729.76
10/18/1990,1766.34,1766.34,1766.34,1766.34
10/19/1990,1801.76,1801.76,1801.76,1801.76
10/22/1990,1813.61,1813.61,1813.61,1813.61
10/23/1990,1802.82,1802.82,1802.82,1802.82
10/24/1990,1803.88,1803.88,1803.88,1803.88
10/25/1990,1792.35,1792.35,1792.35,1792.35
10/26/1990,1762.75,1762.75,1762.75,1762.75
10/29/1990,1747.2,1747.2,1747.2,1747.2
10/30/1990,1756.09,1756.09,1756.09,1756.09
10/31/1990,1757.04,1757.04,1757.04,1757.04
11/1/1990,1772.05,1772.05,1772.05,1772.05
11/2/1990,1798.27,1798.27,1798.27,1798.27
11/5/1990,1813.29,1813.29,1813.29,1813.29
11/6/1990,1799.75,1799.75,1799.75,1799.75
11/7/1990,1770.78,1770.78,1770.78,1770.78
11/8/1990,1777.87,1777.87,1777.87,1777.87
11/9/1990,1809.91,1809.91,1809.91,1809.91
11/12/1990,1840.57,1840.57,1840.57,1840.57
11/13/1990,1832.53,1832.53,1832.53,1832.53
11/14/1990,1847.02,1847.02,1847.02,1847.02
11/15/1990,1830.52,1830.52,1830.52,1830.52
11/16/1990,1832.43,1832.43,1832.43,1832.43
11/19/1990,1843.42,1843.42,1843.42,1843.42
11/20/1990,1823.76,1823.76,1823.76,1823.76
11/21/1990,1826.4,1826.4,1826.4,1826.4
11/23/1990,1822.81,1822.81,1822.81,1822.81
11/26/1990,1828.83,1828.83,1828.83,1828.83
11/27/1990,1838.45,1838.45,1838.45,1838.45
11/28/1990,1838.88,1838.88,1838.88,1838.88
11/29/1990,1830.74,1830.74,1830.74,1830.74
11/30/1990,1861.61,1861.61,1861.61,1861.61
12/3/1990,1872.29,1872.29,1872.29,1872.29
12/4/1990,1884.13,1884.13,1884.13,1884.13
12/5/1990,1904.43,1904.43,1904.43,1904.43
12/6/1990,1900.21,1900.21,1900.21,1900.21
12/7/1990,1893.44,1893.44,1893.44,1893.44
12/10/1990,1898.83,1898.83,1898.83,1898.83
12/11/1990,1886.57,1886.57,1886.57,1886.57
12/12/1990,1905.91,1905.91,1905.91,1905.91
12/13/1990,1903.91,1903.91,1903.91,1903.91
12/14/1990,1889.63,1889.63,1889.63,1889.63
12/17/1990,1884.45,1884.45,1884.45,1884.45
12/18/1990,1905.28,1905.28,1905.28,1905.28
12/19/1990,1906.97,1906.97,1906.97,1906.97
12/20/1990,1906.66,1906.66,1906.66,1906.66
12/21/1990,1912.47,1912.47,1912.47,1912.47
12/24/1990,1903.38,1903.38,1903.38,1903.38
12/26/1990,1909.62,1909.62,1909.62,1909.62
12/27/1990,1897.77,1897.77,1897.77,1897.77
12/28/1990,1899.57,1899.57,1899.57,1899.57
12/31/1990,1908.45,1908.45,1908.45,1908.45
1/2/1991,1888.68,1888.68,1888.68,1888.68
1/3/1991,1865.31,1865.31,1865.31,1865.31
1/4/1991,1860.45,1860.45,1860.45,1860.45
1/7/1991,1830,1830,1830,1830
1/8/1991,1825.13,1825.13,1825.13,1825.13
1/9/1991,1807.79,1807.79,1807.79,1807.79
1/10/1991,1823.23,1823.23,1823.23,1823.23
1/11/1991,1826.93,1826.93,1826.93,1826.93
1/14/1991,1810.33,1810.33,1810.33,1810.33
1/15/1991,1815.51,1815.51,1815.51,1815.51
1/16/1991,1829.26,1829.26,1829.26,1829.26
1/17/1991,1892.49,1892.49,1892.49,1892.49
1/18/1991,1912.47,1912.47,1912.47,1912.47
1/21/1991,1907.29,1907.29,1907.29,1907.29
1/22/1991,1894.81,1894.81,1894.81,1894.81
1/23/1991,1904.96,1904.96,1904.96,1904.96
1/24/1991,1931.19,1931.19,1931.19,1931.19
1/25/1991,1939.01,1939.01,1939.01,1939.01
1/28/1991,1939.96,1939.96,1939.96,1939.96
1/29/1991,1938.9,1938.9,1938.9,1938.9
1/30/1991,1966.93,1966.93,1966.93,1966.93
1/31/1991,1983.53,1983.53,1983.53,1983.53
2/1/1991,1981.52,1981.52,1981.52,1981.52
2/4/1991,2011.97,2011.97,2011.97,2011.97
2/5/1991,2028.99,2028.99,2028.99,2028.99
2/6/1991,2065.9,2065.9,2065.9,2065.9
2/7/1991,2059.13,2059.13,2059.13,2059.13
2/8/1991,2073.51,2073.51,2073.51,2073.51
2/11/1991,2123.73,2123.73,2123.73,2123.73
2/12/1991,2108.72,2108.72,2108.72,2108.72
2/13/1991,2127.22,2127.22,2127.22,2127.22
2/14/1991,2103.33,2103.33,2103.33,2103.33
2/15/1991,2128.39,2128.39,2128.39,2128.39
2/19/1991,2129.55,2129.55,2129.55,2129.55
2/20/1991,2106.92,2106.92,2106.92,2106.92
2/21/1991,2107.03,2107.03,2107.03,2107.03
2/22/1991,2111.05,2111.05,2111.05,2111.05
2/25/1991,2120.03,2120.03,2120.03,2120.03
2/26/1991,2095.92,2095.92,2095.92,2095.92
2/27/1991,2122.57,2122.57,2122.57,2122.57
2/28/1991,2122.15,2122.15,2122.15,2122.15
3/1/1991,2140.02,2140.02,2140.02,2140.02
3/4/1991,2136.74,2136.74,2136.74,2136.74
3/5/1991,2175.44,2175.44,2175.44,2175.44
3/6/1991,2173.22,2173.22,2173.22,2173.22
3/7/1991,2171.42,2171.42,2171.42,2171.42
3/8/1991,2167.09,2167.09,2167.09,2167.09
3/11/1991,2157.46,2157.46,2157.46,2157.46
3/12/1991,2141.07,2141.07,2141.07,2141.07
3/13/1991,2163.39,2163.39,2163.39,2163.39
3/14/1991,2160,2160,2160,2160
3/15/1991,2157.89,2157.89,2157.89,2157.89
3/18/1991,2149.75,2149.75,2149.75,2149.75
3/19/1991,2121.72,2121.72,2121.72,2121.72
3/20/1991,2128.6,2128.6,2128.6,2128.6
3/21/1991,2123.1,2123.1,2123.1,2123.1
3/22/1991,2126.69,2126.69,2126.69,2126.69
3/25/1991,2140.02,2140.02,2140.02,2140.02
3/26/1991,2173.43,2173.43,2173.43,2173.43
3/27/1991,2171,2171,2171,2171
3/28/1991,2170.79,2170.79,2170.79,2170.79
4/1/1991,2150.8,2150.8,2150.8,2150.8
4/2/1991,2193.2,2193.2,2193.2,2193.2
4/3/1991,2192.99,2192.99,2192.99,2192.99
4/4/1991,2196.48,2196.48,2196.48,2196.48
4/5/1991,2174.59,2174.59,2174.59,2174.59
4/8/1991,2190.56,2190.56,2190.56,2190.56
4/9/1991,2164.87,2164.87,2164.87,2164.87
4/10/1991,2161.48,2161.48,2161.48,2161.48
4/11/1991,2184.96,2184.96,2184.96,2184.96
4/12/1991,2200.18,2200.18,2200.18,2200.18
4/15/1991,2205.57,2205.57,2205.57,2205.57
4/16/1991,2238.56,2238.56,2238.56,2238.56
4/17/1991,2254.43,2254.43,2254.43,2254.43
4/18/1991,2244.38,2244.38,2244.38,2244.38
4/19/1991,2222.92,2222.92,2222.92,2222.92
4/22/1991,2203.46,2203.46,2203.46,2203.46
4/23/1991,2206.53,2206.53,2206.53,2206.53
4/24/1991,2211.71,2211.71,2211.71,2211.71
4/25/1991,2194.05,2194.05,2194.05,2194.05
4/26/1991,2191.62,2191.62,2191.62,2191.62
4/29/1991,2163.6,2163.6,2163.6,2163.6
4/30/1991,2171.53,2171.53,2171.53,2171.53
5/1/1991,2199.65,2199.65,2199.65,2199.65
5/2/1991,2202.09,2202.09,2202.09,2202.09
5/3/1991,2203.57,2203.57,2203.57,2203.57
5/6/1991,2199.23,2199.23,2199.23,2199.23
5/7/1991,2185.06,2185.06,2185.06,2185.06
5/8/1991,2190.14,2190.14,2190.14,2190.14
5/9/1991,2214.99,2214.99,2214.99,2214.99
5/10/1991,2176.81,2176.81,2176.81,2176.81
5/13/1991,2181.15,2181.15,2181.15,2181.15
5/14/1991,2153.55,2153.55,2153.55,2153.55
5/15/1991,2136.95,2136.95,2136.95,2136.95
5/16/1991,2157.46,2157.46,2157.46,2157.46
